L (um),Porosity,Vol Frac Cond,C-rate (1/h),Vol Frac AM,AM Loading (g),Specific Current (mA/g),Current Density (mA/cm2),AM Areal Loading (mg/cm2),Cond Loading (g),Tortuosity (Bruggeman),Theta_Beta,Capacity (mAh/g),Electrode Areal Energy Density (Wh/cm2),Electrode Volumetric Energy Density (Wh/cm3),Electrode Volumetric Power Density (W/cm3),Utilization,Electrode Areal Power Density (W/cm2)
223.077,0.2625,0.045,0.33,0.6925,0.0616428,119.46,5.8131,48.6615,0.00288154,1.9518,0.0,8.32915,0.00104361,0.046782599999999994,0.671007,,0.014968622853900002
223.077,0.2625,0.051,0.33,0.6865,0.0611087,119.46,5.76273,48.2398,0.00326574,1.9518,0.0977645,89.5407,0.010735,0.481224,0.6420170000000001,0.280627,0.014321922630900001
223.077,0.2625,0.055,0.33,0.6825,0.06075269999999999,119.46,5.72915,47.9588,0.00352188,1.9518,0.12896300000000002,94.4423,0.011676,0.523406,0.657198,0.307321,0.0146605758246
223.077,0.2625,0.06,0.33,0.6775,0.0603076,119.46,5.687180000000001,47.6074,0.00384205,1.9518,0.12896300000000002,95.1393,0.011590399999999999,0.519571,0.652384,0.307321,0.0145531865568
223.077,0.2625,0.07,0.33,0.6675,0.059417399999999995,119.46,5.60324,46.9047,0.00448239,1.9518,0.13533599999999998,97.13600000000001,0.0116751,0.523365,0.6436430000000001,0.31459899999999996,0.0143581949511
223.077,0.2625,0.08,0.33,0.6575,0.058527300000000004,119.46,5.5193,46.202,0.00512274,1.9518,0.13932,98.8095,0.011706399999999999,0.5247689999999999,0.6344380000000001,0.321058,0.0141528525726
223.077,0.2625,0.09,0.33,0.6475,0.0576371,119.46,5.43535,45.4993,0.00576308,1.9518,0.145155,100.81,0.0117604,0.527191,0.6247149999999999,0.327606,0.013935954805499997
223.077,0.2625,0.1,0.33,0.6375,0.056747000000000006,119.46,5.35141,44.7967,0.00640342,1.9518,0.15099300000000002,102.816,0.0118079,0.52932,0.615002,0.334459,0.013719280115400002
223.077,0.2625,0.15,0.33,0.5875,0.0522962,119.46,4.931690000000001,41.2832,0.00960513,1.9518,0.183087,113.838,0.0120381,0.53964,0.56629,0.37191799999999997,0.012632627433
223.077,0.2625,0.2,0.33,0.5375,0.0478455,119.46,4.51197,37.7697,0.012806799999999998,1.9518,0.22212199999999999,126.868,0.012262299999999999,0.5496880000000001,0.517588,0.41729399999999994,0.011546197827600002
223.077,0.315625,0.03,0.33,0.654375,0.0582491,119.46,5.49306,45.9824,0.00192103,1.77998,-2.67712,4.33536,0.000456986,0.0204856,0.564497,,0.0125926297269
223.077,0.315625,0.04,0.33,0.644375,0.057359,119.46,5.40912,45.2798,0.00256137,1.77998,0.0,16.207,0.00185206,0.08302330000000001,0.607206,,0.0135453692862
223.077,0.315625,0.045,0.33,0.639375,0.0569139,119.46,5.36715,44.9284,0.00288154,1.77998,0.0,16.3338,0.00183769,0.082379,0.602494,,0.0134402554038
223.077,0.315625,0.051,0.33,0.633375,0.0563798,119.46,5.3167800000000005,44.5068,0.00326574,1.77998,0.250227,140.967,0.015571100000000001,0.698014,0.591512,0.457093,0.0131952722424
223.077,0.315625,0.055,0.33,0.629375,0.056023699999999996,119.46,5.2832,44.2257,0.00352188,1.77998,0.284794,145.79399999999998,0.0165497,0.741881,0.603047,0.48754,0.013452591561899999
223.077,0.315625,0.06,0.33,0.624375,0.055578699999999995,119.46,5.241230000000001,43.8744,0.00384205,1.77998,0.284794,146.961,0.0164182,0.735987,0.598256,0.48754,0.0133457153712
223.077,0.315625,0.07,0.33,0.614375,0.0546885,119.46,5.15729,43.1717,0.00448239,1.77998,0.297954,150.298,0.016536500000000003,0.7412890000000001,0.5891850000000001,0.498856,0.0131433622245
223.077,0.315625,0.08,0.33,0.604375,0.0537984,119.46,5.07334,42.468999999999994,0.00512274,1.77998,0.30839,153.298,0.0165926,0.7438060000000001,0.579622,0.509787,0.0129300336894
223.077,0.315625,0.1,0.33,0.584375,0.052018100000000005,119.46,4.90546,41.0636,0.00640342,1.77998,0.32924699999999996,159.291,0.0166709,0.747314,0.560441,0.5312180000000001,0.0125021496957
223.077,0.315625,0.15,0.33,0.534375,0.0475673,119.46,4.48574,37.5501,0.00960513,1.77998,0.390525,175.96,0.0168189,0.75395,0.511857,0.591037,0.0114183523989
223.077,0.315625,0.2,0.33,0.484375,0.0431166,119.46,4.06602,34.0367,0.012806799999999998,1.77998,0.464717,194.62,0.0168368,0.7547520000000001,0.46327399999999996,0.661013,0.010334577409799999
223.077,0.36875,0.03,0.33,0.60125,0.0535202,119.46,5.04711,42.2494,0.00192103,1.64677,-24.1095,6.666919999999999,0.000654533,0.0293411,0.525732,,0.011727871736399999
223.077,0.36875,0.04,0.33,0.59125,0.05263009999999999,119.46,4.96317,41.5467,0.00256137,1.64677,0.0,32.6336,0.00335213,0.150268,0.5454180000000001,,0.012167021118600001
223.077,0.36875,0.045,0.33,0.58625,0.052185,119.46,4.9212,41.1954,0.00288154,1.64677,0.0,32.912,0.00332379,0.148997,0.540805,,0.0120641156985
223.077,0.36875,0.051,0.33,0.58025,0.0516509,119.46,4.870830000000001,40.7737,0.00326574,1.64677,0.532709,205.199,0.0207438,0.929896,0.541352,0.6988800000000001,0.012076318010400001
223.077,0.36875,0.055,0.33,0.57625,0.051294799999999995,119.46,4.83725,40.4927,0.00352188,1.64677,0.542797,205.403,0.021252,0.952675,0.549254,0.711599,0.012252593455800001
223.077,0.36875,0.06,0.33,0.57125,0.05084980000000001,119.46,4.79528,40.1413,0.00384205,1.64677,0.542797,207.201,0.0210676,0.944409,0.544488,0.711599,0.0121462749576
223.077,0.36875,0.07,0.33,0.56125,0.0499596,119.46,4.71134,39.4386,0.00448239,1.64677,0.568175,210.2,0.0210155,0.942076,0.535392,0.725662,0.0119433641184
223.077,0.36875,0.08,0.33,0.55125,0.0490695,119.46,4.62739,38.7359,0.00512274,1.64677,0.590164,212.857,0.0209065,0.9371870000000001,0.5259659999999999,0.738426,0.011733091738199999
223.077,0.36875,0.09,0.33,0.54125,0.0481793,119.46,4.54345,38.0332,0.00576308,1.64677,0.6093069999999999,215.18400000000003,0.0207556,0.930425,0.516524,0.7510359999999999,0.011522462434799999
223.077,0.36875,0.1,0.33,0.53125,0.047289199999999997,119.46,4.45951,37.3305,0.00640342,1.64677,0.627868,217.50900000000001,0.0205915,0.9230649999999999,0.506962,0.763261,0.0113091562074
223.077,0.36875,0.15,0.33,0.48125,0.0428384,119.46,4.03979,33.8171,0.00960513,1.64677,0.6793600000000001,224.15400000000002,0.0192622,0.863476,0.46017700000000006,0.80506,0.010265490462900002
223.077,0.36875,0.2,0.33,0.43125,0.0383877,119.46,3.6200699999999997,30.3036,0.012806799999999998,1.64677,0.6928529999999999,225.817,0.017458900000000003,0.7826390000000001,0.414025,0.817196,0.0092359454925
223.077,0.421875,0.03,0.33,0.548125,0.0487913,119.46,4.60116,38.5163,0.00192103,1.5396,-11.3863,11.4432,0.00101604,0.0455464,0.47548199999999996,,0.010606909811399999
223.077,0.421875,0.04,0.33,0.538125,0.047901099999999995,119.46,4.51722,37.8136,0.00256137,1.5396,0.0717337,104.491,0.00914379,0.409894,0.46425900000000003,0.31201100000000004,0.010356550494300001
223.077,0.421875,0.045,0.33,0.533125,0.0474561,119.46,4.47525,37.4623,0.00288154,1.5396,0.0717337,105.471,0.00905883,0.406085,0.459945,0.31201100000000004,0.0102603150765
223.077,0.421875,0.051,0.33,0.527125,0.046922000000000005,119.46,4.42488,37.0407,0.00326574,1.5396,0.682132,223.733,0.0207363,0.929557,0.49632200000000004,0.806577,0.0110718022794
223.077,0.421875,0.055,0.33,0.523125,0.0465659,119.46,4.3913,36.7596,0.00352188,1.5396,0.693227,223.593,0.0211452,0.94789,0.50159,0.8170930000000001,0.011189319243
223.077,0.421875,0.06,0.33,0.518125,0.0461208,119.46,4.34933,36.4083,0.00384205,1.5396,0.693227,225.75,0.0209431,0.9388299999999999,0.496796,0.8170930000000001,0.0110823761292
223.077,0.421875,0.07,0.33,0.508125,0.0452307,119.46,4.26539,35.7056,0.00448239,1.5396,0.695234,226.085,0.0206007,0.92348,0.48794799999999994,0.818792,0.010884997599599999
223.077,0.421875,0.08,0.33,0.498125,0.0443405,119.46,4.18144,35.0029,0.00512274,1.5396,0.695334,226.084,0.0202166,0.906259,0.478853,0.819857,0.010682109068099998
223.077,0.421875,0.09,0.33,0.488125,0.0434504,119.46,4.0975,34.3002,0.00576308,1.5396,0.697709,226.41,0.019850299999999998,0.889841,0.469501,0.8207469999999999,0.0104734874577
223.077,0.421875,0.1,0.33,0.478125,0.0425602,119.46,4.01356,33.5975,0.00640342,1.5396,0.697821,226.40599999999998,0.0194582,0.8722629999999999,0.46023400000000003,0.8215379999999999,0.010266762001800002
223.077,0.421875,0.15,0.33,0.428125,0.038109500000000004,119.46,3.59384,30.084,0.00960513,1.5396,0.702961,227.07,0.0175195,0.785358,0.41316800000000004,0.8245120000000001,0.0092168277936
223.077,0.421875,0.2,0.33,0.378125,0.0336588,119.46,3.1741200000000003,26.5706,0.012806799999999998,1.5396,0.705674,227.405,0.015532800000000001,0.696297,0.365775,0.8266319999999999,0.008159598967499999
223.077,0.475,0.04,0.33,0.485,0.0431722,119.46,4.071269999999999,34.0806,0.00256137,1.45095,0.11222,110.03299999999999,0.0088416,0.396347,0.425864,0.338914,0.009500046352799999
223.077,0.475,0.045,0.33,0.48,0.0427271,119.46,4.0293,33.7292,0.00288154,1.45095,0.11222,111.179,0.00875045,0.392261,0.42147399999999996,0.338914,0.009402115549799998
223.077,0.475,0.051,0.33,0.474,0.0421931,119.46,3.97893,33.3076,0.00326574,1.45095,0.689004,224.697,0.018869900000000002,0.8458899999999999,0.44971400000000006,0.814543,0.0100320849978
223.077,0.475,0.055,0.33,0.47,0.041837,119.46,3.94535,33.0265,0.00352188,1.45095,0.703476,224.605,0.0192324,0.86214,0.453662,0.824835,0.010120155797399999
223.077,0.475,0.06,0.33,0.465,0.0413919,119.46,3.9033800000000003,32.6752,0.00384205,1.45095,0.703476,227.02,0.019027799999999997,0.8529680000000001,0.44883599999999996,0.824835,0.010012498837199998
223.077,0.475,0.07,0.33,0.455,0.040501800000000004,119.46,3.81944,31.9725,0.00448239,1.45095,0.703014,227.013,0.0186462,0.8358639999999999,0.43985,0.825938,0.009812041845000001
223.077,0.475,0.08,0.33,0.445,0.0396116,119.46,3.73549,31.2698,0.00512274,1.45095,0.70528,227.345,0.0182711,0.81905,0.43037200000000003,0.826472,0.0096006094644
223.077,0.475,0.09,0.33,0.435,0.0387215,119.46,3.65155,30.5671,0.00576308,1.45095,0.705324,227.347,0.017871,0.8011119999999999,0.420942,0.8269110000000001,0.009390247853399999
223.077,0.475,0.1,0.33,0.425,0.037831300000000005,119.46,3.5676099999999997,29.8644,0.00640342,1.45095,0.705391,227.352,0.017469099999999998,0.783098,0.41146800000000006,0.827259,0.009178904703600001
223.077,0.475,0.15,0.33,0.375,0.033380599999999996,119.46,3.1478900000000003,26.351,0.00960513,1.45095,0.707824,227.68200000000002,0.015463399999999999,0.693186,0.363697,0.8288190000000001,0.0081132435669
223.077,0.475,0.2,0.33,0.325,0.0289298,119.46,2.72817,22.8375,0.012806799999999998,1.45095,0.710152,228.002,0.013440200000000001,0.60249,0.315668,0.8302430000000001,0.0070418270436
223.077,0.528125,0.04,0.33,0.431875,0.03844330000000001,119.46,3.62532,30.3475,0.00256137,1.37604,0.126158,113.522,0.00818512,0.366919,0.381639,0.35159,0.0085134883203
223.077,0.528125,0.045,0.33,0.426875,0.037998199999999996,119.46,3.58334,29.9962,0.00288154,1.37604,0.126158,114.851,0.00809036,0.362671,0.37722,0.35159,0.008414910594
223.077,0.528125,0.051,0.33,0.420875,0.03746409999999999,119.46,3.5329800000000002,29.5746,0.00326574,1.37604,0.693279,225.36900000000003,0.016875400000000002,0.7564850000000001,0.400982,0.8174899999999999,0.0089449861614
223.077,0.528125,0.055,0.33,0.416875,0.0371081,119.46,3.4994,29.2935,0.00352188,1.37604,0.705871,224.639,0.0171542,0.7689819999999999,0.404028,0.827941,0.0090129354156
223.077,0.528125,0.06,0.33,0.411875,0.036663,119.46,3.4574300000000004,28.9421,0.00384205,1.37604,0.705871,227.36599999999999,0.016948500000000002,0.759759,0.39918200000000004,0.827941,0.0089048323014
223.077,0.528125,0.07,0.33,0.401875,0.0357729,119.46,3.3734900000000003,28.2395,0.00448239,1.37604,0.708012,227.696,0.016577500000000002,0.7431300000000001,0.389879,0.8289860000000001,0.008697303768299998
223.077,0.528125,0.08,0.33,0.391875,0.0348827,119.46,3.28954,27.5368,0.00512274,1.37604,0.71029,228.033,0.0161939,0.725934,0.380295,0.8295,0.0084835067715
223.077,0.528125,0.09,0.33,0.381875,0.0339926,119.46,3.2056,26.8341,0.00576308,1.37604,0.710272,228.03,0.0157876,0.7077220000000001,0.370758,0.82991,0.0082707582366
223.077,0.528125,0.1,0.33,0.371875,0.0331024,119.46,3.12165,26.1314,0.00640342,1.37604,0.710244,228.025,0.0153798,0.689441,0.361189,0.8302360000000001,0.0080572958553
223.077,0.528125,0.15,0.33,0.321875,0.0286517,119.46,2.70194,22.6179,0.00960513,1.37604,0.712603,228.362,0.0133479,0.598356,0.313008,0.831782,0.0069824885616
223.077,0.528125,0.2,0.33,0.271875,0.0242009,119.46,2.28222,19.1045,0.012806799999999998,1.37604,0.714878,228.688,0.0113021,0.506645,0.26465500000000003,0.833829,0.0059038443435
223.077,0.58125,0.04,0.33,0.37875,0.0337144,119.46,3.17937,26.6145,0.00256137,1.31165,0.136544,116.11,0.00738315,0.330968,0.336019,0.36232600000000004,0.0074958110463
223.077,0.58125,0.045,0.33,0.37375,0.0332693,119.46,3.1373900000000003,26.2631,0.00288154,1.31165,0.136544,117.664,0.00728568,0.326599,0.331583,0.36232600000000004,0.0073968540891
223.077,0.58125,0.051,0.33,0.36775,0.032735200000000006,119.46,3.08703,25.8415,0.00326574,1.31165,0.694838,225.648,0.014806799999999998,0.6637529999999999,0.351393,0.8192389999999999,0.0078387696261
223.077,0.58125,0.055,0.33,0.36375,0.032379200000000004,119.46,3.05345,25.5604,0.00352188,1.31165,0.7102689999999999,224.829,0.015039700000000001,0.674193,0.35329699999999997,0.829973,0.007881243486899999
223.077,0.58125,0.06,0.33,0.35875,0.0319341,119.46,3.0114799999999997,25.2091,0.00384205,1.31165,0.7102689999999999,227.963,0.014833,0.664925,0.34844,0.829973,0.007772894988
223.077,0.58125,0.07,0.33,0.34875,0.031043900000000003,119.46,2.92753,24.5064,0.00448239,1.31165,0.7121270000000001,228.293,0.0144558,0.6480199999999999,0.339089,0.831569,0.0075642956852999986
223.077,0.58125,0.08,0.33,0.33875,0.0301538,119.46,2.8435900000000003,23.8037,0.00512274,1.31165,0.7143109999999999,228.623,0.0140649,0.630497,0.329444,0.832354,0.0073491379188
223.077,0.58125,0.09,0.33,0.32875,0.029263599999999997,119.46,2.75965,23.101,0.00576308,1.31165,0.666614,221.63,0.0133184,0.5970300000000001,0.321801,,0.0071786401677
223.077,0.58125,0.1,0.33,0.31875,0.028373500000000003,119.46,2.6757,22.3983,0.00640342,1.31165,0.714278,228.615,0.0132421,0.5936100000000001,0.310182,0.8333860000000001,0.0069194470014
223.077,0.58125,0.15,0.33,0.26875,0.023922799999999998,119.46,2.25599,18.8849,0.00960513,1.31165,0.718877,229.29,0.0112056,0.502321,0.261707,0.835209,0.0058380812439
223.077,0.58125,0.2,0.33,0.21875,0.019472,119.46,1.83627,15.3714,0.012806799999999998,1.31165,0.721134,229.623,0.00913991,0.40972,0.213153,0.8367209999999999,0.0047549531781
223.077,0.634375,0.04,0.33,0.325625,0.0289855,119.46,2.73342,22.8814,0.00256137,1.25553,0.145705,118.72,0.00651972,0.292263,0.289568,0.371883,0.006459596073599999
223.077,0.634375,0.045,0.33,0.320625,0.0285404,119.46,2.69144,22.5301,0.00288154,1.25553,0.145705,120.572,0.00641961,0.28777600000000003,0.285121,0.371883,0.006360393731700001
223.077,0.634375,0.051,0.33,0.314625,0.028006299999999998,119.46,2.64108,22.1085,0.00326574,1.25553,0.697385,226.067,0.0127179,0.5701149999999999,0.301262,0.820586,0.0067204623173999995
223.077,0.634375,0.055,0.33,0.310625,0.0276503,119.46,2.6075,21.8274,0.00352188,1.25553,0.715443,225.058,0.012903799999999998,0.578444,0.302093,0.8330930000000001,0.0067390000161
223.077,0.634375,0.06,0.33,0.305625,0.027205200000000002,119.46,2.56553,21.476,0.00384205,1.25553,0.715443,228.74,0.012695999999999999,0.569133,0.29723,0.8330930000000001,0.006630517671
223.077,0.634375,0.07,0.33,0.295625,0.026314999999999998,119.46,2.48158,20.7733,0.00448239,1.25553,0.7173470000000001,229.074,0.0123096,0.551808,0.28776,0.834651,0.006419263752
223.077,0.634375,0.08,0.33,0.285625,0.025424900000000004,119.46,2.39764,20.0707,0.00512274,1.25553,0.717353,229.078,0.0118993,0.533417,0.27816599999999997,0.835285,0.0062052436782
223.077,0.634375,0.09,0.33,0.275625,0.0245347,119.46,2.3137,19.368,0.00576308,1.25553,0.667086,221.713,0.0111898,0.50161,0.270269,0.812465,0.006029079771299999
223.077,0.634375,0.1,0.33,0.265625,0.023644599999999998,119.46,2.22975,18.6653,0.00640342,1.25553,0.719549,229.40599999999998,0.0110852,0.496925,0.258765,0.836096,0.0057724519905
223.077,0.634375,0.15,0.33,0.215625,0.0191938,119.46,1.81003,15.1518,0.00960513,1.25553,0.7218359999999999,229.748,0.0090185,0.404278,0.210208,0.8374950000000001,0.0046892570016
223.077,0.634375,0.2,0.33,0.165625,0.0147431,119.46,1.39032,11.6383,0.012806799999999998,1.25553,0.723992,230.07299999999998,0.00694107,0.311151,0.161557,0.838635,0.0036039650889
223.077,0.6875,0.04,0.33,0.2725,0.024256599999999996,119.46,2.28746,19.1484,0.00256137,1.20605,0.154382,121.861,0.00562689,0.25224,0.242729,0.383493,0.005414725713299999
223.077,0.6875,0.045,0.33,0.2675,0.0238115,119.46,2.24549,18.797,0.00288154,1.20605,0.154382,124.139,0.00552364,0.24761100000000003,0.23827600000000002,0.383493,0.005315389525200001
223.077,0.6875,0.051,0.33,0.2615,0.0232774,119.46,2.19513,18.3754,0.00326574,1.20605,0.698519,226.271,0.0105996,0.475155,0.250857,0.8217450000000001,0.0055960426989
223.077,0.6875,0.055,0.33,0.2575,0.0229213,119.46,2.16155,18.0943,0.00352188,1.20605,0.718448,224.762,0.010730400000000001,0.481016,0.250692,0.835391,0.005592361928400001
223.077,0.6875,0.06,0.33,0.2525,0.0224763,119.46,2.11958,17.743,0.00384205,1.20605,0.718448,229.213,0.010522,0.47167600000000004,0.245825,0.835391,0.005483790352499999
223.077,0.6875,0.07,0.33,0.2425,0.0215861,119.46,2.03563,17.0403,0.00448239,1.20605,0.720332,229.541,0.010128299999999998,0.454025,0.236287,0.836725,0.0052710195099
223.077,0.6875,0.08,0.33,0.2325,0.020696,119.46,1.9516900000000001,16.3376,0.00512274,1.20605,0.7201960000000001,229.52700000000002,0.00971471,0.435487,0.22665300000000002,0.8372700000000001,0.0050561071281
223.077,0.6875,0.09,0.33,0.2225,0.0198058,119.46,1.86775,15.6349,0.00576308,1.20605,0.7225699999999999,229.87599999999998,0.00931069,0.417375,0.216896,0.837644,0.0048384508992
223.077,0.6875,0.1,0.33,0.2125,0.0189157,119.46,1.7838,14.9322,0.00640342,1.20605,0.7224109999999999,229.856,0.00889378,0.398687,0.207204,0.8379629999999999,0.0046222446708
223.077,0.6875,0.15,0.33,0.1625,0.0144649,119.46,1.36408,11.4188,0.00960513,1.20605,0.7245520000000001,230.17700000000002,0.00681471,0.305487,0.158545,0.839067,0.0035367742965
223.077,0.6875,0.2,0.33,0.1125,0.010014200000000001,119.46,0.944366,7.905289999999999,0.012806799999999998,1.20605,0.724513,230.17700000000002,0.00472146,0.211652,0.109845,0.839958,0.0024503893065
223.077,0.740625,0.03,0.33,0.229375,0.0204178,119.46,1.92546,16.118,0.00192103,1.1619899999999999,-3.1154900000000003,26.4791,0.0009750010000000001,0.0437069,0.19718,,0.004398632286
223.077,0.740625,0.04,0.33,0.219375,0.0195276,119.46,1.8415099999999998,15.4153,0.00256137,1.1619899999999999,0.167686,125.771,0.00470242,0.210798,0.195655,0.39887,0.0043646130434999994
223.077,0.740625,0.045,0.33,0.214375,0.019082599999999998,119.46,1.7995400000000001,15.064,0.00288154,1.1619899999999999,0.167686,128.705,0.00459525,0.205994,0.191195,0.39887,0.004265120701499999
223.077,0.740625,0.051,0.33,0.208375,0.018548500000000002,119.46,1.74918,14.6424,0.00326574,1.1619899999999999,0.7001970000000001,226.549,0.00847108,0.379738,0.200236,0.8229200000000001,0.0044668046172
223.077,0.740625,0.055,0.33,0.204375,0.0181924,119.46,1.7156,14.3613,0.00352188,1.1619899999999999,0.720368,223.952,0.00853717,0.382701,0.19914400000000002,0.837073,0.0044424446088
223.077,0.740625,0.06,0.33,0.199375,0.017747299999999997,119.46,1.67363,14.0099,0.00384205,1.1619899999999999,0.720368,229.56799999999998,0.00832831,0.373338,0.194272,0.837073,0.0043337614944
223.077,0.740625,0.07,0.33,0.189375,0.0168572,119.46,1.58968,13.3072,0.00448239,1.1619899999999999,0.722645,229.91099999999997,0.00792886,0.355432,0.184678,0.838249,0.004119741420600001
223.077,0.740625,0.08,0.33,0.179375,0.015967,119.46,1.5057399999999999,12.6045,0.00512274,1.1619899999999999,0.724823,230.231,0.00752177,0.33718200000000004,0.174947,0.8387709999999999,0.0039026651918999994
223.077,0.740625,0.09,0.33,0.169375,0.0150769,119.46,1.4218,11.9019,0.00576308,1.1619899999999999,0.724863,230.24200000000002,0.00710448,0.318477,0.165239,0.839036,0.0036861020402999996
223.077,0.740625,0.1,0.33,0.159375,0.014186700000000002,119.46,1.33785,11.1992,0.00640342,1.1619899999999999,0.724899,230.24900000000002,0.00668665,0.299746,0.15551600000000002,0.8392860000000001,0.0034692042732000004
223.077,0.740625,0.15,0.33,0.109375,0.009736,119.46,0.918134,7.6857,0.00960513,1.1619899999999999,0.724847,230.245,0.00459249,0.20586999999999997,0.10681199999999999,0.840199,0.0023827300523999997
223.077,0.740625,0.2,0.33,0.059375,0.00528526,119.46,0.49841499999999994,4.17224,0.012806799999999998,1.1619899999999999,0.727042,230.57299999999998,0.00249746,0.111955,0.058003599999999995,0.84093,0.0012939269077199998
223.077,0.79375,0.04,0.33,0.16625,0.0147987,119.46,1.3955600000000001,11.6823,0.00256137,1.1224299999999998,0.18428599999999998,131.629,0.00376255,0.168666,0.14846800000000002,0.42077700000000007,0.0033119796036000003
223.077,0.79375,0.045,0.33,0.16125,0.0143537,119.46,1.35359,11.3309,0.00288154,1.1224299999999998,0.18428599999999998,135.71,0.00364939,0.16359300000000002,0.144003,0.42077700000000007,0.0032123757231
223.077,0.79375,0.051,0.33,0.15525,0.0138196,119.46,1.3032299999999999,10.9093,0.00326574,1.1224299999999998,0.7029340000000001,226.975,0.00633316,0.2839,0.149419,0.824253,0.0033331942263000003
223.077,0.79375,0.055,0.33,0.15125,0.0134635,119.46,1.26965,10.6282,0.00352188,1.1224299999999998,0.722849,222.358,0.0063328,0.283884,0.147471,0.838359,0.0032897388266999996
223.077,0.79375,0.06,0.33,0.14625,0.0130184,119.46,1.2276799999999999,10.2769,0.00384205,1.1224299999999998,0.722849,229.96,0.00612345,0.274499,0.142596,0.838359,0.0031809887892
223.077,0.79375,0.07,0.33,0.13625,0.012128299999999998,119.46,1.14373,9.57419,0.00448239,1.1224299999999998,0.724984,230.283,0.00571714,0.256286,0.132947,0.839414,0.0029657417919
223.077,0.79375,0.08,0.33,0.12625,0.0112381,119.46,1.05979,8.87149,0.00512274,1.1224299999999998,0.7250909999999999,230.3,0.0052999,0.23758200000000002,0.12323699999999999,0.8398059999999999,0.0027491340248999995
223.077,0.79375,0.09,0.33,0.11625,0.010348,119.46,0.9758450000000001,8.1688,0.00576308,1.1224299999999998,0.672697,222.58900000000003,0.0047505,0.21295300000000003,0.11428800000000001,0.819419,0.0025495024176000005
223.077,0.79375,0.1,0.33,0.10625,0.00945783,119.46,0.891901,7.4661100000000005,0.00640342,1.1224299999999998,0.724974,230.283,0.00446207,0.200024,0.103762,0.8402950000000001,0.0023146915674
223.077,0.79375,0.15,0.33,0.05625,0.00500709,119.46,0.472183,3.95265,0.00960513,1.1224299999999998,0.727193,230.615,0.00236632,0.106076,0.0549479,0.8410489999999999,0.00122576126883
223.077,0.79375,0.2,0.33,0.00625,0.000556343,119.46,0.052464800000000006,0.439183,0.012806799999999998,1.1224299999999998,0.727139,230.611,0.000263103,0.011794200000000001,0.00610955,0.841659,0.000136290008535
223.077,0.846875,0.04,0.33,0.113125,0.010069799999999999,119.46,0.9496129999999999,7.949210000000001,0.00256137,1.08665,0.216441,141.063,0.00279194,0.125156,0.10130399999999999,0.46033500000000005,0.0022598592407999996
223.077,0.846875,0.045,0.33,0.108125,0.00962474,119.46,0.907641,7.597860000000001,0.00288154,1.08665,0.216441,147.586,0.00266854,0.119624,0.0968265,0.46033500000000005,0.00215997651405
223.077,0.846875,0.051,0.33,0.102125,0.00909065,119.46,0.857275,7.17625,0.00326574,1.08665,0.705386,227.35299999999998,0.00418326,0.187525,0.0985321,0.825958,0.0021980245271699997
223.077,0.846875,0.055,0.33,0.098125,0.00873459,119.46,0.8236969999999999,6.895169999999999,0.00352188,1.08665,0.7249260000000001,218.55599999999998,0.00411693,0.184552,0.09573279999999999,0.8394510000000001,0.0021355785825599998
223.077,0.846875,0.06,0.33,0.093125,0.00828951,119.46,0.781725,6.543819999999999,0.00384205,1.08665,0.7249260000000001,230.291,0.00390715,0.175148,0.0908547,0.8394510000000001,0.00202675939119
223.077,0.846875,0.07,0.33,0.083125,0.00739936,119.46,0.697782,5.841130000000001,0.00448239,1.08665,0.727007,230.602,0.00349423,0.156638,0.0811435,0.840324,0.0018101248549499999
223.077,0.846875,0.08,0.33,0.073125,0.00650921,119.46,0.613838,5.13844,0.00512274,1.08665,0.7269100000000001,230.58900000000003,0.00307516,0.137852,0.0714154,0.840658,0.00159311331858
223.077,0.846875,0.09,0.33,0.063125,0.00561907,119.46,0.529894,4.43575,0.00576308,1.08665,0.727075,230.615,0.00265515,0.119024,0.0616547,0.8408979999999999,0.00137537455119
223.077,0.846875,0.1,0.33,0.053125,0.00472892,119.46,0.44595100000000004,3.73305,0.00640342,1.08665,0.672823,222.62599999999998,0.00217321,0.0974198,0.0522745,,0.00116612386365
223.077,0.846875,0.15,0.33,0.003125,0.00027817200000000003,119.46,0.026232400000000003,0.21959099999999998,0.00960513,1.08665,0.729168,230.929,0.000131702,0.00590388,0.00305405,0.841709,6.8128831185e-05
223.077,0.9,0.04,0.33,0.06,0.00534089,119.46,0.5036619999999999,4.2161599999999995,0.00256137,1.05409,0.29494899999999996,157.441,0.00173863,0.0779387,0.054208000000000006,0.542705,0.0012092558016000001
223.077,0.9,0.045,0.33,0.055,0.00489582,119.46,0.46169,3.86481,0.00288154,1.05409,0.29494899999999996,171.75400000000002,0.00159375,0.0714438,0.0496907,0.542705,0.00110848522839
223.077,0.9,0.051,0.33,0.049,0.00436173,119.46,0.41132399999999997,3.44319,0.00326574,1.05409,0.70878,227.864,0.00201985,0.090545,0.0474689,0.828951,0.00105892198053
223.077,0.9,0.055,0.33,0.045,0.00400567,119.46,0.377746,3.1621200000000003,0.00352188,1.05409,0.726249,204.895,0.00189153,0.0847927,0.0439436,0.8405290000000001,0.0009802806457199999
223.077,0.9,0.06,0.33,0.04,0.0035606,119.46,0.335775,2.81077,0.00384205,1.05409,0.726249,230.507,0.00168136,0.0753713,0.039061,0.8405290000000001,0.0008713610697
